docking_rank,candidate_id,chunk_id,source_models,minimized_affinity_kcal_mol,cnn_score,cnn_affinity,cnn_vs,mw,tpsa,clogp,hbd,hba,rotatable_bonds,formal_charge,sa_score,lipinski_rule_of_five_violations,max_clinical_similarity,max_patent_proxy_similarity,parent_inchi_key,parent_smiles,canonical_smiles,generated_smiles,pose_sdf,analysis_smiles,murcko_scaffold,generic_murcko_scaffold,structure_qc_flags,pose_qc_pass,pose_qc_flags,ecfp_cluster_id,selected_for_admet,selected_for_pre_admet_md,admet_selection_rank,pre_admet_md_selection_rank
382,FXIA-GEN-003022,0007,reinvent_denovo,-7.22049,0.953528285,7.2879595757,6.9492754936,449.627,98.17,3.77,2.0,6.0,7.0,0.0,3.046,0.0,0.102,0.134,BYVWWEJZHMUNOD-UHFFFAOYSA-N,CSC(N)=Nc1sc(=O)n(CCCCCn2c(=S)[nH]c3ccccc3c2=O)c1C,CSC(N)=Nc1sc(=O)n(CCCCCn2c(=S)[nH]c3ccccc3c2=O)c1C,CSC(N)=Nc1sc(=O)n(CCCCCn2c(=S)[nH]c3ccccc3c2=O)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0007_gnina_poses.sdf,CSC(N)=Nc1sc(=O)n(CCCCCn2c(=S)[nH]c3ccccc3c2=O)c1C,O=c1sccn1CCCCCn1c(=S)[nH]c2ccccc2c1=O,CC1CCCC1CCCCCC1C(C)CC2CCCCC2C1C,ok,true,ok,275,true,false,275,
383,FXIA-GEN-027535,0056,reinvent_denovo,-8.36064,0.9535069466,5.7338209152,5.4672379494,358.369,84.5,3.358,2.0,4.0,6.0,0.0,2.169,0.0,0.213,0.253,STERFWXUQSXSEG-UHFFFAOYSA-N,CCC(=O)Nc1ccc(C(=O)OC(C)C(=O)Nc2ccc(F)cc2)cc1,CCC(=O)Nc1ccc(C(=O)OC(C)C(=O)Nc2ccc(F)cc2)cc1,CCC(=O)Nc1ccc(C(=O)OC(C)C(=O)Nc2ccc(F)cc2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0056_gnina_poses.sdf,CCC(=O)Nc1ccc(C(=O)OC(C)C(=O)Nc2ccc(F)cc2)cc1,O=C(COC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,276,true,false,276,
385,FXIA-GEN-024541,0050,reinvent_denovo,-8.02725,0.9533911943,6.5220198631,6.2180361748,419.524,89.54,2.991,1.0,5.0,8.0,0.0,1.962,0.0,0.096,0.14,QVQNEVTWQZTLDU-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(OCCCNS(=O)(=O)c2ccc3ccccc3c2)cc1,CS(=O)(=O)c1ccc(OCCCNS(=O)(=O)c2ccc3ccccc3c2)cc1,CS(=O)(=O)c1ccc(OCCCNS(=O)(=O)c2ccc3ccccc3c2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0050_gnina_poses.sdf,CS(=O)(=O)c1ccc(OCCCNS(=O)(=O)c2ccc3ccccc3c2)cc1,O=S(=O)(NCCCOc1ccccc1)c1ccc2ccccc2c1,CC(C)(CCCCCC1CCCCC1)C1CCC2CCCCC2C1,ok,true,ok,277,true,false,277,
386,FXIA-GEN-014358,0029,reinvent_denovo,-7.31534,0.9533833861,6.587808609,6.2807073593,441.311,88.85,3.687,1.0,5.0,7.0,0.0,2.34,0.0,0.171,0.171,KFWHVLPCWJOPMP-UHFFFAOYSA-N,CC(C)(C)NC(=O)CN(Cc1ccco1)C(=O)COC(=O)c1cc(Cl)ccc1Cl,CC(C)(C)NC(=O)CN(Cc1ccco1)C(=O)COC(=O)c1cc(Cl)ccc1Cl,CC(C)(C)NC(=O)CN(Cc1ccco1)C(=O)COC(=O)c1cc(Cl)ccc1Cl,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0029_gnina_poses.sdf,CC(C)(C)NC(=O)CN(Cc1ccco1)C(=O)COC(=O)c1cc(Cl)ccc1Cl,O=C(COC(=O)c1ccccc1)NCc1ccco1,CC(CCC1CCCC1)CCC(C)C1CCCCC1,ok,true,ok,278,true,false,278,
387,FXIA-GEN-025234,0051,reinvent_denovo,-7.99877,0.9533454776,6.0446004868,5.7625923157,352.434,67.43,3.47,2.0,3.0,7.0,0.0,1.94,0.0,0.126,0.154,RHEUOXCRDCZHLI-UHFFFAOYSA-N,COc1cccc(C=CC(=O)NCCC(=O)Nc2cc(C)ccc2C)c1,COc1cccc(C=CC(=O)NCCC(=O)Nc2cc(C)ccc2C)c1,COc1cccc(C=CC(=O)NCCC(=O)Nc2cc(C)ccc2C)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,COc1cccc(C=CC(=O)NCCC(=O)Nc2cc(C)ccc2C)c1,O=C(C=Cc1ccccc1)NCCC(=O)Nc1ccccc1,CC(CCCC(C)CC1CCCCC1)CCC1CCCCC1,ok,true,ok,279,true,false,279,
388,FXIA-GEN-008754,0018,reinvent_denovo,-7.73837,0.9531558156,5.8982224464,5.6219248772,354.362,97.65,2.759,1.0,6.0,6.0,0.0,2.394,0.0,0.183,0.183,GPLQWQKCLJUMPR-UHFFFAOYSA-N,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C#N)c(OC)c1,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C#N)c(OC)c1,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C#N)c(OC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0018_gnina_poses.sdf,COc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2C#N)c(OC)c1,O=C(COC(=O)c1ccccc1)Nc1ccccc1,CC(CCC(C)C1CCCCC1)CC1CCCCC1,ok,true,ok,280,true,false,280,
389,FXIA-GEN-032102,0065,reinvent_denovo,-8.06467,0.9530410171,6.084133625,5.7984290123,363.461,61.44,3.427,2.0,3.0,6.0,0.0,1.817,0.0,0.119,0.178,WKMNKFIWLSGLSF-UHFFFAOYSA-N,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0065_gnina_poses.sdf,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,O=C(Nc1ccccc1C(=O)NC1CC1)c1cccc(CN2CCCC2)c1,CC(CC1CCCCC1C(C)CC1CC1)C1CCCC(CC2CCCC2)C1,ok,true,ok,281,true,false,281,
392,FXIA-GEN-008144,0017,reinvent_denovo,-7.25094,0.9529840946,5.8424839973,5.567794323,444.177,103.04,2.402,1.0,7.0,4.0,0.0,2.552,0.0,0.131,0.136,GFWGPQFXSIBMNG-UHFFFAOYSA-N,COC(=O)c1cc(COC(=O)c2ccc(O)c(I)c2)oc(=O)c1C,COC(=O)c1cc(COC(=O)c2ccc(O)c(I)c2)oc(=O)c1C,COC(=O)c1cc(COC(=O)c2ccc(O)c(I)c2)oc(=O)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0017_gnina_poses.sdf,COC(=O)c1cc(COC(=O)c2ccc(O)c(I)c2)oc(=O)c1C,O=C(OCc1cccc(=O)o1)c1ccccc1,CC1CCCC(CCC(C)C2CCCCC2)C1,ok,true,ok,282,true,false,282,
393,FXIA-GEN-007336,0015,linkinvent,-9.37795,0.952944994,7.8324623108,7.4639058113,432.463,123.64,3.1,3.0,7.0,6.0,0.0,3.065,0.0,0.191,0.273,FSPGJYGMBCZQAK-UHFFFAOYSA-N,CC(Nc1ncnc(N)c1-c1ccc(F)cc1)C(=O)Nc1ccc(-c2cnnn2C)cc1,CC(Nc1ncnc(N)c1-c1ccc(F)cc1)C(=O)Nc1ccc(-c2cnnn2C)cc1,CC(Nc1ncnc(N)c1-c1ccc(F)cc1)C(=O)Nc1ccc(-c2cnnn2C)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0015_gnina_poses.sdf,CC(Nc1ncnc(N)c1-c1ccc(F)cc1)C(=O)Nc1ccc(-c2cnnn2C)cc1,O=C(CNc1ncncc1-c1ccccc1)Nc1ccc(-c2cnn[nH]2)cc1,CC(CCC1CCCCC1C1CCCCC1)CC1CCC(C2CCCC2)CC1,ok,true,ok,283,true,false,283,
394,FXIA-GEN-027012,0055,reinvent_denovo,-7.81912,0.952922821,6.3809275627,6.0805315971,370.59,85.13,3.336,1.0,4.0,4.0,0.0,2.218,0.0,0.111,0.168,SKGYOXUPNJYBOE-UHFFFAOYSA-N,O=C(NCc1cccc(Br)c1)c1nc(Cl)ccc1[N+](=O)[O-],O=C(NCc1cccc(Br)c1)c1nc(Cl)ccc1[N+](=O)[O-],O=C(NCc1cccc(Br)c1)c1nc(Cl)ccc1[N+](=O)[O-],results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0055_gnina_poses.sdf,O=C(NCc1cccc(Br)c1)c1nc(Cl)ccc1[N+](=O)[O-],O=C(NCc1ccccc1)c1ccccn1,CC(CCC1CCCCC1)C1CCCCC1,ok,true,ok,284,true,false,284,
395,FXIA-GEN-026946,0054,reinvent_denovo,-8.00655,0.9528829455,6.0305624008,5.7464199066,382.243,64.63,4.115,1.0,4.0,6.0,0.0,2.298,0.0,0.218,0.218,SJJZTXRWFYVOER-UHFFFAOYSA-N,COc1cccc(CC(=O)OC(C)C(=O)Nc2ccc(Cl)cc2Cl)c1,COc1cccc(CC(=O)OC(C)C(=O)Nc2ccc(Cl)cc2Cl)c1,COc1cccc(CC(=O)OC(C)C(=O)Nc2ccc(Cl)cc2Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0054_gnina_poses.sdf,COc1cccc(CC(=O)OC(C)C(=O)Nc2ccc(Cl)cc2Cl)c1,O=C(COC(=O)Cc1ccccc1)Nc1ccccc1,CC(CCC(C)CC1CCCCC1)CC1CCCCC1,ok,true,ok,285,true,false,285,
397,FXIA-GEN-018829,0038,reinvent_denovo,-7.0339,0.9528691173,6.1088767052,5.8209600449,387.255,88.41,2.751,2.0,5.0,6.0,0.0,2.211,0.0,0.106,0.14,NCKMFXRETHEHMM-UHFFFAOYSA-N,CS(=O)(=O)CCNc1ccccc1NC(=O)c1ccc(Br)o1,CS(=O)(=O)CCNc1ccccc1NC(=O)c1ccc(Br)o1,CS(=O)(=O)CCNc1ccccc1NC(=O)c1ccc(Br)o1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf,CS(=O)(=O)CCNc1ccccc1NC(=O)c1ccc(Br)o1,O=C(Nc1ccccc1)c1ccco1,CC(CC1CCCCC1)C1CCCC1,ok,true,ok,286,true,false,286,
398,FXIA-GEN-009393,0019,reinvent_denovo,-8.33856,0.9528323412,6.6529364586,6.3391327858,400.866,89.13,4.32,2.0,5.0,8.0,0.0,2.734,0.0,0.194,0.212,HACKVZDJKCHQME-UHFFFAOYSA-N,CCOc1ccc(-c2nc(NC(=O)C(CC)Oc3cccc(Cl)c3)n[nH]2)cc1,CCOc1ccc(-c2nc(NC(=O)C(CC)Oc3cccc(Cl)c3)n[nH]2)cc1,CCOc1ccc(-c2nc(NC(=O)C(CC)Oc3cccc(Cl)c3)n[nH]2)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0019_gnina_poses.sdf,CCOc1ccc(-c2nc(NC(=O)C(CC)Oc3cccc(Cl)c3)n[nH]2)cc1,O=C(COc1ccccc1)Nc1n[nH]c(-c2ccccc2)n1,CC(CCC1CCCCC1)CC1CCC(C2CCCCC2)C1,ok,true,ok,287,true,false,287,
399,FXIA-GEN-011953,0024,reinvent_denovo,-6.74426,0.9528226852,5.854578495,5.5783753395,373.247,76.66,2.42,2.0,4.0,8.0,0.0,2.03,0.0,0.172,0.172,IQLBNDPWESBRQO-UHFFFAOYSA-N,COc1ccc(C(=O)NNC(=O)CCCCCBr)c(OC)c1,COc1ccc(C(=O)NNC(=O)CCCCCBr)c(OC)c1,COc1ccc(C(=O)NNC(=O)CCCCCBr)c(OC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0024_gnina_poses.sdf,COc1ccc(C(=O)NNC(=O)CCCCCBr)c(OC)c1,c1ccccc1,C1CCCCC1,ok,true,ok,288,true,false,288,
401,FXIA-GEN-018816,0038,reinvent_denovo,-8.43824,0.9527269006,7.1458058357,6.8080015182,443.319,68.29,4.521,1.0,5.0,5.0,0.0,2.099,0.0,0.171,0.186,NCFZOIUGVFVNEP-UHFFFAOYSA-N,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(Br)cc3)cs2)ccc1F,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(Br)cc3)cs2)ccc1F,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(Br)cc3)cs2)ccc1F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0038_gnina_poses.sdf,COc1cc(S(=O)(=O)Nc2nc(-c3ccc(Br)cc3)cs2)ccc1F,O=S(=O)(Nc1nc(-c2ccccc2)cs1)c1ccccc1,CC(C)(CC1CCC(C2CCCCC2)C1)C1CCCCC1,ok,true,ok,289,true,false,289,
402,FXIA-GEN-016264,0033,reinvent_denovo,-7.46177,0.952714026,6.2045683861,5.9111795425,396.365,76.66,4.203,2.0,5.0,8.0,0.0,2.044,0.0,0.163,0.185,LLYXTLZSMBOWIE-UHFFFAOYSA-N,CCOC(=O)c1ccccc1NCCC(=O)Nc1ccccc1OC(F)(F)F,CCOC(=O)c1ccccc1NCCC(=O)Nc1ccccc1OC(F)(F)F,CCOC(=O)c1ccccc1NCCC(=O)Nc1ccccc1OC(F)(F)F,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0033_gnina_poses.sdf,CCOC(=O)c1ccccc1NCCC(=O)Nc1ccccc1OC(F)(F)F,O=C(CCNc1ccccc1)Nc1ccccc1,CC(CCCC1CCCCC1)CC1CCCCC1,ok,true,ok,290,true,false,290,
403,FXIA-GEN-037573,0076,reinvent_denovo,-8.64647,0.9526497722,6.8599805832,6.535159111,427.892,100.35,2.496,2.0,5.0,7.0,0.0,2.412,0.0,0.161,0.186,ZXVUKYCIJUOKHW-UHFFFAOYSA-N,Cc1ccc(-c2c(CO)nnn2CC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1,Cc1ccc(-c2c(CO)nnn2CC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1,Cc1ccc(-c2c(CO)nnn2CC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0076_gnina_poses.sdf,Cc1ccc(-c2c(CO)nnn2CC(=O)N(C)CC(=O)Nc2ccccc2Cl)cc1,O=C(Cn1nncc1-c1ccccc1)NCC(=O)Nc1ccccc1,CC(CCC(C)CC1CCCC1C1CCCCC1)CC1CCCCC1,ok,true,ok,291,true,false,291,
404,FXIA-GEN-025206,0051,reinvent_denovo,-8.02385,0.9526388645,6.6015324593,6.2888765335,395.459,66.22,4.11,0.0,5.0,7.0,0.0,2.239,0.0,0.132,0.161,RGTZEGKOGAWOST-UHFFFAOYSA-N,COCCN(Cc1csc(-c2ccc(F)cc2)n1)C(=O)c1ccc(C#N)cc1,COCCN(Cc1csc(-c2ccc(F)cc2)n1)C(=O)c1ccc(C#N)cc1,COCCN(Cc1csc(-c2ccc(F)cc2)n1)C(=O)c1ccc(C#N)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0051_gnina_poses.sdf,COCCN(Cc1csc(-c2ccc(F)cc2)n1)C(=O)c1ccc(C#N)cc1,O=C(NCc1csc(-c2ccccc2)n1)c1ccccc1,CC(CCC1CCC(C2CCCCC2)C1)C1CCCCC1,ok,true,ok,292,true,false,292,
405,FXIA-GEN-032856,0066,linkinvent,-8.44417,0.9525597692,6.7430200577,6.4231295586,452.87,129.03,2.538,2.0,7.0,10.0,0.0,3.748,0.0,0.165,0.376,WWWPRKKXCPSTOP-UHFFFAOYSA-N,NC(CCCCCn1nc(OC2CC(c3cccc(Cl)c3F)=NO2)ccc1=O)C(=O)O,NC(CCCCCn1nc(OC2CC(c3cccc(Cl)c3F)=NO2)ccc1=O)C(=O)O,NC(CCCCCn1nc(OC2CC(c3cccc(Cl)c3F)=NO2)ccc1=O)C(=O)O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0066_gnina_poses.sdf,NC(CCCCCn1nc(OC2CC(c3cccc(Cl)c3F)=NO2)ccc1=O)C(=O)O,O=c1ccc(OC2CC(c3ccccc3)=NO2)n[nH]1,CC1CCC(CC2CCC(C3CCCCC3)C2)CC1,ok,true,ok,293,true,false,293,
406,FXIA-GEN-012166,0025,linkinvent,-7.61655,0.952555418,7.2971186638,6.9509100914,436.871,119.06,3.398,3.0,7.0,10.0,0.0,3.665,0.0,0.149,0.395,ITZWYDSEVXENJY-UHFFFAOYSA-N,NC(CCCCOc1cccnc1NC1CC(c2cccc(Cl)c2F)=NO1)C(=O)O,NC(CCCCOc1cccnc1NC1CC(c2cccc(Cl)c2F)=NO1)C(=O)O,NC(CCCCOc1cccnc1NC1CC(c2cccc(Cl)c2F)=NO1)C(=O)O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0025_gnina_poses.sdf,NC(CCCCOc1cccnc1NC1CC(c2cccc(Cl)c2F)=NO1)C(=O)O,c1ccc(C2=NOC(Nc3ccccn3)C2)cc1,C1CCC(CC2CCC(C3CCCCC3)C2)CC1,ok,true,ok,294,true,false,294,
407,FXIA-GEN-015115,0031,reinvent_denovo,-7.68958,0.9524729252,6.729156971,6.4093399048,398.912,88.26,3.291,2.0,4.0,7.0,0.0,2.434,0.0,0.136,0.2,KSQXJBMRPPZZHS-UHFFFAOYSA-N,CCOC(=O)c1c(C)[nH]c(CCNS(=O)(=O)c2ccc(C)cc2Cl)c1C,CCOC(=O)c1c(C)[nH]c(CCNS(=O)(=O)c2ccc(C)cc2Cl)c1C,CCOC(=O)c1c(C)[nH]c(CCNS(=O)(=O)c2ccc(C)cc2Cl)c1C,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0031_gnina_poses.sdf,CCOC(=O)c1c(C)[nH]c(CCNS(=O)(=O)c2ccc(C)cc2Cl)c1C,O=S(=O)(NCCc1ccc[nH]1)c1ccccc1,CC(C)(CCCC1CCCC1)C1CCCCC1,ok,true,ok,295,true,false,295,
408,FXIA-GEN-000124,0001,reinvent_denovo,-7.8059,0.952467382,6.7973704338,6.4742736816,431.92,87.74,2.503,2.0,4.0,10.0,0.0,2.188,0.0,0.171,0.198,ACINTPVMTOPHDI-UHFFFAOYSA-N,COCCCNC(=O)CN(CCc1ccccc1)C(=O)C(=O)Nc1cccc(Cl)c1,COCCCNC(=O)CN(CCc1ccccc1)C(=O)C(=O)Nc1cccc(Cl)c1,COCCCNC(=O)CN(CCc1ccccc1)C(=O)C(=O)Nc1cccc(Cl)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0001_gnina_poses.sdf,COCCCNC(=O)CN(CCc1ccccc1)C(=O)C(=O)Nc1cccc(Cl)c1,O=C(NCCc1ccccc1)C(=O)Nc1ccccc1,CC(CCCC1CCCCC1)C(C)CC1CCCCC1,ok,true,ok,296,true,false,296,
409,FXIA-GEN-020743,0042,reinvent_denovo,-8.56043,0.9524531364,6.1519331932,5.8594279289,392.411,111.48,3.643,2.0,5.0,7.0,0.0,2.811,0.0,0.139,0.173,OIOBAEULWSJOAR-UHFFFAOYSA-N,Cc1cc(C(N)=O)[nH]c1C(=O)C(C)OC(=O)c1ccccc1Oc1ccccc1,Cc1cc(C(N)=O)[nH]c1C(=O)C(C)OC(=O)c1ccccc1Oc1ccccc1,Cc1cc(C(N)=O)[nH]c1C(=O)C(C)OC(=O)c1ccccc1Oc1ccccc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0042_gnina_poses.sdf,Cc1cc(C(N)=O)[nH]c1C(=O)C(C)OC(=O)c1ccccc1Oc1ccccc1,O=C(COC(=O)c1ccccc1Oc1ccccc1)c1ccc[nH]1,CC(CCC(C)C1CCCCC1CC1CCCCC1)C1CCCC1,ok,true,ok,297,true,false,297,
410,FXIA-GEN-036251,0073,reinvent_denovo,-7.28553,0.9524111748,5.887239933,5.607073307,375.446,85.61,4.078,1.0,6.0,5.0,0.0,2.77,0.0,0.109,0.15,ZAWXSXFJZHTSJI-UHFFFAOYSA-N,CCOC(=O)c1c(C)sc(NC(=O)c2c(C)oc3c2CCC3)c1C(C)=O,CCOC(=O)c1c(C)sc(NC(=O)c2c(C)oc3c2CCC3)c1C(C)=O,CCOC(=O)c1c(C)sc(NC(=O)c2c(C)oc3c2CCC3)c1C(C)=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0073_gnina_poses.sdf,CCOC(=O)c1c(C)sc(NC(=O)c2c(C)oc3c2CCC3)c1C(C)=O,O=C(Nc1cccs1)c1coc2c1CCC2,CC(CC1CCCC1)C1CCC2CCCC21,ok,true,ok,298,true,false,298,
412,FXIA-GEN-019255,0039,reinvent_denovo,-8.16689,0.952380538,6.7815527916,6.4586191177,436.508,86.63,3.474,1.0,5.0,9.0,0.0,2.308,0.0,0.189,0.189,NJKHPFSPEJQUTR-UHFFFAOYSA-N,CCCCNC(=O)Cn1c(=O)c(C(=O)c2ccc(OC)cc2OC)cc2cc(C)ccc21,CCCCNC(=O)Cn1c(=O)c(C(=O)c2ccc(OC)cc2OC)cc2cc(C)ccc21,CCCCNC(=O)Cn1c(=O)c(C(=O)c2ccc(OC)cc2OC)cc2cc(C)ccc21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0039_gnina_poses.sdf,CCCCNC(=O)Cn1c(=O)c(C(=O)c2ccc(OC)cc2OC)cc2cc(C)ccc21,O=C(c1ccccc1)c1cc2ccccc2[nH]c1=O,CC1CC2CCCCC2CC1C(C)C1CCCCC1,ok,true,ok,299,true,false,299,
413,FXIA-GEN-016793,0034,reinvent_denovo,-8.03157,0.9521812201,6.6763997078,6.3571424484,411.849,96.33,2.635,2.0,4.0,5.0,0.0,2.527,0.0,0.189,0.234,LURSQBBEOGZWMT-UHFFFAOYSA-N,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3cccc(Cl)c3)c21,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3cccc(Cl)c3)c21,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3cccc(Cl)c3)c21,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3cccc(Cl)c3)c21,O=C(CN1CCCC1=O)Nn1cnc2cccc(C(=O)Nc3ccccc3)c21,CC(CC1CCCC1C)CC1CCC2CCCC(C(C)CC3CCCCC3)C21,ok,true,ok,300,true,false,300,
414,FXIA-GEN-017261,0035,linkinvent,-7.72908,0.9521740675,6.7563042641,6.433177948,388.387,114.0,1.833,0.0,7.0,4.0,0.0,2.923,0.0,0.108,0.204,MCLLGBVMYVTXSP-UHFFFAOYSA-N,N#Cc1ccc(OC(=O)n2cnnn2)c2c1CCN(CCc1ccccc1)C2=O,N#Cc1ccc(OC(=O)n2cnnn2)c2c1CCN(CCc1ccccc1)C2=O,N#Cc1ccc(OC(=O)n2cnnn2)c2c1CCN(CCc1ccccc1)C2=O,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0035_gnina_poses.sdf,N#Cc1ccc(OC(=O)n2cnnn2)c2c1CCN(CCc1ccccc1)C2=O,O=C1c2c(cccc2OC(=O)n2cnnn2)CCN1CCc1ccccc1,CC(CC1CCCC2CCC(CCC3CCCCC3)C(C)C21)C1CCCC1,ok,true,ok,301,true,false,301,
417,FXIA-GEN-016939,0034,reinvent_denovo,-7.65499,0.9517657161,7.3202972412,6.9672079086,417.897,63.17,3.754,1.0,5.0,6.0,0.0,2.598,0.0,0.143,0.162,LXFVUUVKWHEXOB-UHFFFAOYSA-N,COc1ccc(CN(C(=S)NCc2ccc(Cl)nc2)c2ncncc2F)cc1,COc1ccc(CN(C(=S)NCc2ccc(Cl)nc2)c2ncncc2F)cc1,COc1ccc(CN(C(=S)NCc2ccc(Cl)nc2)c2ncncc2F)cc1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0034_gnina_poses.sdf,COc1ccc(CN(C(=S)NCc2ccc(Cl)nc2)c2ncncc2F)cc1,S=C(NCc1cccnc1)N(Cc1ccccc1)c1ccncn1,CC(CCC1CCCCC1)C(CC1CCCCC1)C1CCCCC1,ok,true,ok,302,true,false,302,
420,FXIA-GEN-004436,0009,reinvent_denovo,-7.69308,0.9514448643,6.1761174202,5.8762350082,350.415,85.89,1.962,2.0,5.0,7.0,0.0,2.747,0.0,0.159,0.165,CWDZOWFRBCPZGU-UHFFFAOYSA-N,COc1ccc(NC(=O)C(NC(=O)C2CCCO2)C(C)C)c(OC)c1,COc1ccc(NC(=O)C(NC(=O)C2CCCO2)C(C)C)c(OC)c1,COc1ccc(NC(=O)C(NC(=O)C2CCCO2)C(C)C)c(OC)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0009_gnina_poses.sdf,COc1ccc(NC(=O)C(NC(=O)C2CCCO2)C(C)C)c(OC)c1,O=C(CNC(=O)C1CCCO1)Nc1ccccc1,CC(CCC(C)C1CCCC1)CC1CCCCC1,ok,true,ok,303,true,false,303,
424,FXIA-GEN-015771,0032,reinvent_denovo,-7.70519,0.9513686895,6.5887560844,6.2683362961,399.516,90.27,3.589,1.0,4.0,7.0,0.0,2.365,0.0,0.125,0.177,LDOCEWJGXFJZLV-UHFFFAOYSA-N,Cc1ccc(C(C)C)c(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,Cc1ccc(C(C)C)c(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,Cc1ccc(C(C)C)c(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,results/docking/gnina_7mbo/all_filtered_gpu_cnnfast/poses/fxia_filtered_all_chunk_0032_gnina_poses.sdf,Cc1ccc(C(C)C)c(N(CC(=O)Nc2ccc(CC#N)cc2)S(C)(=O)=O)c1,O=C(CNc1ccccc1)Nc1ccccc1,CC(CCC1CCCCC1)CC1CCCCC1,ok,true,ok,304,true,false,304,
